genotype_id,family,stage,site,season,rep,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance,tree_vigor,yield_kg,fruit_length_mm,fruit_width_mm,shelf_life_days,shape_index
MNG-2020-0002,Cross_09,Advanced,Hoedspruit_A,2022-2023,1,347.58,16.87,7.0,5.06,5.0,6.0,43.63,121.76,70.21,10.19,1.73
MNG-2020-0002,Cross_09,Advanced,Hoedspruit_A,2022-2023,2,401.02,18.49,7.0,3.35,4.0,6.0,46.13,106.27,65.11,14.8,1.63
MNG-2020-0002,Cross_09,Advanced,Hoedspruit_A,2022-2023,3,400.95,17.66,8.0,5.06,6.0,6.0,49.6,106.59,74.65,12.3,1.43
MNG-2022-0017,Cross_15,Phase_1,Hoedspruit_A,2022-2023,1,340.03,13.64,5.0,2.9,6.0,8.0,83.63,116.57,78.38,5.9,1.49
MNG-2022-0017,Cross_15,Phase_1,Hoedspruit_A,2022-2023,2,312.3,13.85,7.0,2.76,6.0,7.0,79.94,103.04,67.54,8.37,1.53
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_A,2022-2023,1,323.42,15.95,7.0,3.47,4.0,4.0,66.59,103.27,77.7,17.35,1.33
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_A,2022-2023,2,355.85,17.28,5.0,3.13,5.0,4.0,56.67,100.06,85.21,17.58,1.17
MNG-2022-0040,Cross_20,Phase_2,Hoedspruit_A,2022-2023,1,335.04,10.89,6.0,4.77,6.0,7.0,103.77,106.67,85.39,16.95,1.25
MNG-2022-0040,Cross_20,Phase_2,Hoedspruit_A,2022-2023,2,336.52,11.31,6.0,3.85,7.0,5.0,82.81,107.4,92.29,18.82,1.16
MNG-2022-0040,Cross_20,Phase_2,Hoedspruit_A,2022-2023,3,349.58,11.68,7.0,4.52,5.0,5.0,103.24,118.97,82.15,19.73,1.45
MNG-2018-0019,Cross_17,Phase_1,Hoedspruit_A,2022-2023,1,387.73,13.64,6.0,4.23,4.0,6.0,102.89,117.66,91.28,10.94,1.29
MNG-2018-0019,Cross_17,Phase_1,Hoedspruit_A,2022-2023,2,407.03,13.5,5.0,3.57,6.0,5.0,96.03,99.47,84.12,12.54,1.18
MNG-2019-0019,Cross_15,Phase_2,Hoedspruit_A,2022-2023,1,365.36,13.75,5.0,3.16,6.0,6.0,30.1,90.42,76.0,11.38,1.19
MNG-2019-0019,Cross_15,Phase_2,Hoedspruit_A,2022-2023,2,357.25,15.26,5.0,3.36,6.0,6.0,33.46,94.93,78.63,13.46,1.21
MNG-2019-0019,Cross_15,Phase_2,Hoedspruit_A,2022-2023,3,302.49,14.86,6.0,3.84,6.0,5.0,34.33,79.64,76.32,14.7,1.04
MNG-2018-0040,Cross_13,Seedling,Hoedspruit_A,2022-2023,1,352.91,14.6,6.0,4.88,6.0,5.0,56.8,,81.9,19.32,
MNG-2018-0040,Cross_13,Seedling,Hoedspruit_A,2022-2023,2,342.67,15.42,7.0,4.55,7.0,5.0,57.33,105.59,81.08,15.28,1.3
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2022-2023,1,290.75,16.7,9.0,5.75,7.0,5.0,100.94,102.35,62.85,13.36,1.63
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2022-2023,2,283.18,18.62,6.0,4.96,6.0,8.0,72.84,117.37,61.16,12.15,1.92
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2022-2023,1,312.31,17.4,6.0,7.18,4.0,6.0,49.68,108.0,70.82,14.73,1.52
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2022-2023,2,349.41,16.45,4.0,4.66,3.0,7.0,54.96,101.65,75.37,14.56,1.35
MNG-2021-0025,Cross_20,Phase_2,Hoedspruit_A,2022-2023,1,324.59,15.05,5.0,4.68,4.0,5.0,66.05,116.55,62.03,16.04,1.88
MNG-2021-0025,Cross_20,Phase_2,Hoedspruit_A,2022-2023,2,332.65,14.97,4.0,4.39,4.0,5.0,70.82,129.37,64.37,13.52,2.01
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2022-2023,1,320.19,16.11,3.0,4.35,4.0,5.0,97.6,110.39,80.1,13.98,1.38
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2022-2023,2,313.49,15.42,4.0,,6.0,6.0,104.09,104.2,75.13,12.23,1.39
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_A,2022-2023,3,315.95,16.64,5.0,4.39,,6.0,89.57,123.49,81.08,13.82,1.52
MNG-2021-0020,Cross_09,Seedling,Hoedspruit_A,2022-2023,1,314.11,15.11,4.0,3.87,4.0,7.0,70.22,133.84,77.25,14.74,1.73
MNG-2021-0020,Cross_09,Seedling,Hoedspruit_A,2022-2023,2,295.39,13.1,4.0,2.51,6.0,6.0,63.21,110.3,71.59,14.43,1.54
MNG-2021-0020,Cross_09,Seedling,Hoedspruit_A,2022-2023,3,313.69,15.4,5.0,4.93,4.0,6.0,57.01,111.12,75.76,11.6,1.47
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2022-2023,1,303.36,17.3,5.0,3.88,5.0,5.0,71.33,113.41,99.54,20.65,1.14
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2022-2023,2,317.63,15.7,5.0,3.15,4.0,3.0,94.84,113.74,88.39,19.48,1.29
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_A,2022-2023,3,319.14,15.54,4.0,3.87,,4.0,107.31,107.51,91.3,15.9,1.18
MNG-2020-0026,Cross_16,Seedling,Hoedspruit_A,2022-2023,1,,15.49,4.0,4.91,6.0,6.0,68.56,132.05,79.9,14.43,1.65
MNG-2020-0026,Cross_16,Seedling,Hoedspruit_A,2022-2023,2,448.99,15.76,5.0,5.15,4.0,5.0,73.25,136.29,86.14,12.33,1.58
MNG-2021-0037,Cross_03,Advanced,Hoedspruit_A,2022-2023,1,379.57,16.05,5.0,4.1,5.0,6.0,84.33,97.45,80.39,16.92,1.21
MNG-2021-0037,Cross_03,Advanced,Hoedspruit_A,2022-2023,2,303.57,16.71,5.0,3.31,4.0,5.0,97.3,98.19,67.6,19.75,1.45
MNG-2021-0037,Cross_03,Advanced,Hoedspruit_A,2022-2023,3,310.72,16.31,5.0,4.36,4.0,7.0,82.18,103.53,79.55,14.01,1.3
MNG-2018-0003,Cross_14,Seedling,Hoedspruit_A,2022-2023,1,378.42,19.96,6.0,3.86,7.0,6.0,86.65,98.94,71.91,11.08,1.38
MNG-2019-0011,Cross_16,Advanced,Hoedspruit_A,2022-2023,1,319.74,16.3,5.0,2.01,5.0,5.0,58.0,102.43,88.26,,1.16
MNG-2019-0011,Cross_16,Advanced,Hoedspruit_A,2022-2023,2,264.12,15.14,4.0,3.17,6.0,5.0,57.57,116.89,85.34,16.61,1.37
MNG-2019-0002,Cross_16,Phase_1,Hoedspruit_A,2022-2023,1,299.85,15.01,7.0,4.25,3.0,6.0,90.01,105.96,67.55,15.05,1.57
MNG-2019-0002,Cross_16,Phase_1,Hoedspruit_A,2022-2023,2,319.37,15.16,6.0,3.37,3.0,6.0,82.34,93.73,61.9,12.94,1.51
MNG-2019-0002,Cross_16,Phase_1,Hoedspruit_A,2022-2023,3,299.71,14.49,6.0,3.66,2.0,5.0,92.65,100.99,76.17,16.28,1.33
MNG-2021-0006,Cross_12,Advanced,Hoedspruit_A,2022-2023,1,297.28,17.26,5.0,5.17,5.0,5.0,110.14,113.36,50.97,10.33,2.22
MNG-2021-0006,Cross_12,Advanced,Hoedspruit_A,2022-2023,2,327.69,,5.0,,7.0,6.0,96.27,103.07,48.44,14.24,2.13
MNG-2021-0006,Cross_12,Advanced,Hoedspruit_A,2022-2023,3,348.96,17.07,5.0,6.36,6.0,5.0,100.31,108.53,64.49,14.02,1.68
MNG-2019-0028,Cross_08,Advanced,Hoedspruit_A,2022-2023,1,336.94,16.92,7.0,4.44,4.0,5.0,75.98,84.41,80.92,11.95,1.04
MNG-2019-0028,Cross_08,Advanced,Hoedspruit_A,2022-2023,2,337.9,16.32,6.0,3.61,3.0,5.0,64.1,91.99,79.11,13.54,1.16
MNG-2022-0014,Cross_15,Phase_1,Hoedspruit_A,2022-2023,1,341.83,15.98,5.0,,6.0,5.0,48.7,91.77,86.59,9.08,1.06
MNG-2022-0014,Cross_15,Phase_1,Hoedspruit_A,2022-2023,2,344.4,16.18,5.0,2.86,5.0,7.0,64.82,102.31,87.28,8.49,1.17
MNG-2018-0034,Cross_12,Phase_1,Hoedspruit_A,2022-2023,1,302.66,15.99,5.0,5.26,7.0,6.0,85.57,93.42,81.93,17.57,1.14
MNG-2018-0034,Cross_12,Phase_1,Hoedspruit_A,2022-2023,2,283.69,17.61,4.0,4.52,6.0,4.0,86.85,101.84,80.12,,1.27
MNG-2018-0034,Cross_12,Phase_1,Hoedspruit_A,2022-2023,3,286.37,17.46,5.0,3.11,5.0,4.0,79.47,102.66,82.1,15.51,1.25
MNG-2022-0027,Cross_04,Seedling,Hoedspruit_A,2022-2023,1,353.97,,6.0,5.22,4.0,6.0,74.98,106.72,76.56,10.44,1.39
MNG-2022-0027,Cross_04,Seedling,Hoedspruit_A,2022-2023,2,279.9,15.35,6.0,5.27,4.0,5.0,88.05,133.49,88.14,13.97,1.51
MNG-2020-0004,Cross_17,Phase_1,Hoedspruit_A,2022-2023,1,387.06,14.56,6.0,4.36,4.0,6.0,77.58,98.37,98.31,13.6,1.0
MNG-2020-0004,Cross_17,Phase_1,Hoedspruit_A,2022-2023,2,350.4,13.15,6.0,3.02,4.0,6.0,71.23,107.42,85.52,15.35,1.26
MNG-2020-0004,Cross_17,Phase_1,Hoedspruit_A,2022-2023,3,361.53,14.24,5.0,5.02,3.0,5.0,68.08,109.01,83.94,13.72,1.3
MNG-2021-0008,Cross_16,Phase_1,Hoedspruit_A,2022-2023,1,350.69,14.75,5.0,4.07,6.0,4.0,62.29,106.28,73.24,13.66,1.45
MNG-2021-0008,Cross_16,Phase_1,Hoedspruit_A,2022-2023,2,389.73,14.84,6.0,5.63,4.0,5.0,57.18,97.47,68.8,15.32,1.42
MNG-2021-0008,Cross_16,Phase_1,Hoedspruit_A,2022-2023,3,407.72,15.16,5.0,5.34,4.0,5.0,61.46,102.15,71.71,15.39,1.42
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2022-2023,1,323.94,16.02,7.0,4.12,5.0,6.0,75.23,104.61,99.48,13.01,1.05
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2022-2023,2,,16.03,5.0,4.19,4.0,6.0,,101.48,90.97,12.44,1.12
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2022-2023,3,332.62,17.94,6.0,4.05,3.0,4.0,79.16,113.31,93.15,12.24,1.22
MNG-2022-0030,Cross_07,Seedling,Hoedspruit_A,2022-2023,1,363.35,16.33,9.0,4.53,3.0,5.0,38.27,103.99,86.34,13.91,1.2
MNG-2022-0030,Cross_07,Seedling,Hoedspruit_A,2022-2023,2,371.23,14.3,7.0,5.29,2.0,5.0,49.11,118.99,82.28,11.79,1.45
MNG-2022-0030,Cross_07,Seedling,Hoedspruit_A,2022-2023,3,342.24,14.63,8.0,4.05,2.0,,39.28,95.5,77.75,12.64,1.23
MNG-2020-0034,Cross_10,Advanced,Hoedspruit_A,2022-2023,1,377.88,15.54,5.0,3.75,5.0,7.0,92.14,93.89,90.33,19.58,1.04
MNG-2020-0034,Cross_10,Advanced,Hoedspruit_A,2022-2023,2,370.54,17.08,5.0,3.09,5.0,7.0,91.13,100.79,91.45,12.66,1.1
MNG-2020-0034,Cross_10,Advanced,Hoedspruit_A,2022-2023,3,351.24,15.23,6.0,3.66,,7.0,82.89,101.6,87.63,14.53,1.16
MNG-2022-0001,Cross_20,Seedling,Hoedspruit_A,2022-2023,1,261.94,15.27,6.0,3.32,4.0,4.0,,92.37,,12.89,
MNG-2022-0001,Cross_20,Seedling,Hoedspruit_A,2022-2023,2,297.95,15.79,7.0,2.22,6.0,2.0,42.52,106.69,63.24,12.28,1.69
MNG-2021-0036,Cross_14,Phase_2,Hoedspruit_A,2022-2023,1,385.27,14.07,5.0,4.36,7.0,4.0,44.22,93.66,73.36,13.38,1.28
MNG-2021-0036,Cross_14,Phase_2,Hoedspruit_A,2022-2023,2,417.56,13.5,4.0,4.98,7.0,4.0,40.36,72.7,79.95,10.9,0.91
MNG-2018-0001,Cross_02,Advanced,Hoedspruit_A,2022-2023,1,337.49,16.26,5.0,4.1,7.0,3.0,64.41,118.69,75.25,9.7,1.58
MNG-2018-0001,Cross_02,Advanced,Hoedspruit_A,2022-2023,2,327.02,12.6,5.0,5.06,7.0,3.0,52.26,120.68,81.47,10.57,1.48
MNG-2018-0001,Cross_02,Advanced,Hoedspruit_A,2022-2023,3,317.57,14.76,5.0,3.82,6.0,2.0,72.32,109.19,79.51,11.0,1.37
MNG-2020-0030,Cross_15,Phase_1,Hoedspruit_A,2022-2023,1,360.65,19.49,7.0,1.96,4.0,6.0,47.99,111.41,87.01,11.23,1.28
MNG-2020-0030,Cross_15,Phase_1,Hoedspruit_A,2022-2023,2,319.54,18.42,7.0,0.95,5.0,6.0,41.26,105.78,90.06,10.62,1.17
MNG-2020-0014,Cross_08,Advanced,Hoedspruit_A,2022-2023,1,266.08,18.12,6.0,6.2,6.0,6.0,58.56,114.15,88.53,10.17,1.29
MNG-2020-0014,Cross_08,Advanced,Hoedspruit_A,2022-2023,2,313.91,16.82,5.0,5.83,6.0,6.0,54.83,116.07,88.09,12.03,1.32
MNG-2020-0014,Cross_08,Advanced,Hoedspruit_A,2022-2023,3,272.52,17.87,5.0,5.38,5.0,7.0,72.52,112.42,85.48,12.85,1.32
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_A,2022-2023,1,351.89,12.57,5.0,4.41,7.0,5.0,92.97,99.04,83.19,17.72,1.19
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_A,2022-2023,2,292.51,14.21,6.0,3.66,6.0,5.0,78.17,101.01,76.4,17.05,1.32
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_A,2022-2023,3,385.7,13.69,,4.0,5.0,5.0,65.74,94.17,79.58,14.48,1.18
MNG-2018-0024,Cross_19,Phase_1,Hoedspruit_A,2022-2023,2,387.75,19.29,5.0,3.59,7.0,5.0,96.17,94.55,85.12,15.81,1.11
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_A,2022-2023,1,280.07,15.69,3.0,2.63,3.0,6.0,96.7,105.84,79.92,13.02,1.32
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_A,2022-2023,2,329.25,14.66,4.0,1.08,3.0,5.0,68.82,108.61,87.08,11.43,1.25
MNG-2022-0022,Cross_04,Seedling,Hoedspruit_A,2022-2023,1,270.49,18.48,4.0,1.48,4.0,6.0,55.52,101.44,86.5,13.49,1.17
MNG-2022-0022,Cross_04,Seedling,Hoedspruit_A,2022-2023,2,332.85,18.22,,2.01,3.0,6.0,66.62,98.67,88.4,13.66,1.12
MNG-2022-0022,Cross_04,Seedling,Hoedspruit_A,2022-2023,3,256.95,17.5,6.0,1.18,5.0,6.0,73.74,95.32,92.78,7.78,1.03
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_A,2022-2023,1,,15.14,7.0,2.28,5.0,6.0,92.13,92.49,79.97,16.61,1.16
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_A,2022-2023,2,350.11,14.07,6.0,2.69,4.0,6.0,92.09,85.9,86.77,14.38,0.99
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_A,2022-2023,3,326.96,13.92,5.0,1.73,5.0,6.0,65.28,93.61,88.5,15.87,1.06
MNG-2020-0037,Cross_01,Seedling,Hoedspruit_A,2022-2023,1,330.61,13.39,5.0,3.84,5.0,5.0,117.91,97.37,95.32,13.39,1.02
MNG-2020-0037,Cross_01,Seedling,Hoedspruit_A,2022-2023,2,317.8,15.1,4.0,3.04,5.0,4.0,96.63,107.45,107.74,15.85,1.0
MNG-2020-0037,Cross_01,Seedling,Hoedspruit_A,2022-2023,3,321.52,14.45,4.0,4.44,6.0,6.0,96.0,110.78,95.95,15.3,1.15
MNG-2019-0023,Cross_08,Seedling,Hoedspruit_A,2022-2023,1,355.63,13.19,4.0,4.66,5.0,5.0,99.54,106.54,99.75,17.2,1.07
MNG-2019-0023,Cross_08,Seedling,Hoedspruit_A,2022-2023,2,356.2,15.0,5.0,5.14,6.0,5.0,97.66,123.39,85.22,15.28,1.45
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2022-2023,1,334.91,15.63,9.0,1.01,4.0,5.0,78.6,114.63,79.53,10.44,1.44
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2022-2023,2,332.79,15.87,7.0,0.82,3.0,6.0,90.25,121.5,77.13,14.65,1.58
MNG-2020-0006,Cross_15,Phase_2,Hoedspruit_A,2022-2023,3,339.8,15.78,7.0,0.28,1.0,6.0,76.53,101.81,83.61,11.77,1.22
MNG-2018-0016,Cross_16,Advanced,Hoedspruit_A,2022-2023,1,336.51,16.77,5.0,5.48,7.0,6.0,74.27,85.84,81.11,15.41,1.06
MNG-2018-0016,Cross_16,Advanced,Hoedspruit_A,2022-2023,2,286.7,18.2,5.0,5.03,5.0,7.0,66.86,97.53,88.82,15.16,1.1
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2022-2023,1,375.11,13.05,6.0,,6.0,5.0,77.92,104.25,85.18,14.07,1.22
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2022-2023,2,348.8,13.62,7.0,2.86,5.0,5.0,78.16,125.1,84.35,14.08,1.48
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2022-2023,1,278.72,12.91,6.0,5.06,4.0,5.0,93.01,120.43,79.2,11.96,1.52
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2022-2023,2,242.13,12.28,6.0,4.26,3.0,7.0,93.09,107.79,73.8,12.57,1.46
MNG-2022-0020,Cross_11,Advanced,Hoedspruit_A,2022-2023,3,237.31,13.71,7.0,3.53,4.0,5.0,82.7,118.73,85.77,12.23,1.38
MNG-2020-0007,Cross_02,Phase_1,Hoedspruit_A,2022-2023,1,379.26,16.42,6.0,5.7,6.0,4.0,78.4,109.33,80.97,15.01,1.35
MNG-2020-0007,Cross_02,Phase_1,Hoedspruit_A,2022-2023,2,351.47,17.83,5.0,6.6,5.0,4.0,88.61,108.65,78.4,16.5,1.39
MNG-2019-0032,Cross_04,Phase_1,Hoedspruit_A,2022-2023,1,348.94,16.08,6.0,3.04,4.0,6.0,73.39,121.26,84.14,12.14,1.44
MNG-2019-0032,Cross_04,Phase_1,Hoedspruit_A,2022-2023,2,310.39,16.94,5.0,4.26,4.0,6.0,102.59,120.0,,14.32,
MNG-2018-0031,Cross_10,Seedling,Hoedspruit_A,2022-2023,1,343.53,18.24,5.0,5.03,8.0,5.0,53.73,,72.5,14.97,
MNG-2018-0031,Cross_10,Seedling,Hoedspruit_A,2022-2023,2,360.7,17.14,3.0,4.14,6.0,5.0,45.87,106.27,83.91,16.67,1.27
MNG-2018-0031,Cross_10,Seedling,Hoedspruit_A,2022-2023,3,363.08,18.89,4.0,5.1,9.0,5.0,51.1,102.24,81.35,15.58,1.26
MNG-2022-0037,Cross_07,Elite,Hoedspruit_A,2022-2023,1,358.88,17.86,3.0,3.86,5.0,2.0,111.59,94.46,79.16,13.72,1.19
MNG-2022-0037,Cross_07,Elite,Hoedspruit_A,2022-2023,2,325.57,17.86,5.0,4.19,6.0,2.0,93.89,80.09,87.94,14.17,0.91
MNG-2022-0037,Cross_07,Elite,Hoedspruit_A,2022-2023,3,372.53,18.79,4.0,3.29,6.0,4.0,101.31,101.92,81.39,14.76,1.25
MNG-2018-0025,Cross_16,Seedling,Hoedspruit_A,2022-2023,1,312.44,18.24,6.0,2.43,4.0,6.0,51.05,113.03,79.65,,1.42
MNG-2018-0025,Cross_16,Seedling,Hoedspruit_A,2022-2023,2,386.95,18.39,,3.29,5.0,6.0,36.95,125.89,77.23,18.39,1.63
MNG-2018-0025,Cross_16,Seedling,Hoedspruit_A,2022-2023,3,393.25,17.86,5.0,3.3,4.0,6.0,48.28,113.88,76.72,14.54,1.48
MNG-2021-0013,Cross_02,Elite,Hoedspruit_A,2022-2023,1,321.11,16.16,5.0,5.33,5.0,6.0,74.19,,99.56,7.72,
MNG-2021-0013,Cross_02,Elite,Hoedspruit_A,2022-2023,2,342.46,14.44,6.0,4.94,5.0,5.0,51.53,112.34,101.13,8.69,1.11
MNG-2018-0008,Cross_14,Seedling,Hoedspruit_A,2022-2023,1,296.22,13.52,5.0,4.94,6.0,4.0,69.51,143.11,74.83,13.45,1.91
MNG-2018-0008,Cross_14,Seedling,Hoedspruit_A,2022-2023,2,311.99,15.53,6.0,5.26,6.0,5.0,67.91,126.45,73.09,11.9,1.73
MNG-2018-0008,Cross_14,Seedling,Hoedspruit_A,2022-2023,3,287.01,16.06,5.0,5.43,6.0,4.0,73.06,120.77,74.33,10.84,1.62
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2022-2023,1,353.52,17.76,4.0,4.39,5.0,6.0,52.37,85.72,74.46,14.47,1.15
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2022-2023,2,356.1,16.61,4.0,6.04,5.0,6.0,96.69,87.98,75.95,14.53,1.16
MNG-2018-0038,Cross_17,Phase_1,Hoedspruit_A,2022-2023,1,382.83,16.1,4.0,4.72,3.0,6.0,88.5,94.87,66.2,15.96,1.43
MNG-2018-0038,Cross_17,Phase_1,Hoedspruit_A,2022-2023,2,401.8,14.39,4.0,4.09,3.0,5.0,73.83,79.16,59.43,15.92,1.33
MNG-2018-0030,Cross_09,Phase_1,Hoedspruit_A,2022-2023,1,335.3,16.7,3.0,3.17,5.0,5.0,99.13,130.58,71.82,10.3,1.82
MNG-2018-0030,Cross_09,Phase_1,Hoedspruit_A,2022-2023,2,346.47,16.13,3.0,2.42,5.0,4.0,83.38,136.46,66.93,10.28,2.04
MNG-2020-0023,Cross_17,Phase_1,Hoedspruit_A,2022-2023,1,242.97,14.33,4.0,4.83,3.0,,77.78,125.94,83.39,12.5,1.51
MNG-2020-0023,Cross_17,Phase_1,Hoedspruit_A,2022-2023,2,235.64,15.51,,4.34,4.0,6.0,76.5,140.46,79.14,14.76,1.77
MNG-2020-0001,Cross_19,Advanced,Hoedspruit_A,2022-2023,1,315.81,,3.0,4.21,5.0,5.0,75.34,117.88,90.86,13.96,1.3
MNG-2020-0001,Cross_19,Advanced,Hoedspruit_A,2022-2023,2,372.43,14.55,5.0,4.07,5.0,6.0,66.19,122.26,91.43,14.5,1.34
MNG-2018-0033,Cross_02,Phase_1,Hoedspruit_A,2022-2023,1,318.11,16.15,6.0,,4.0,7.0,56.99,98.32,81.95,16.98,1.2
MNG-2018-0033,Cross_02,Phase_1,Hoedspruit_A,2022-2023,2,288.72,16.0,5.0,5.71,3.0,6.0,67.96,90.67,87.52,14.79,1.04
MNG-2018-0033,Cross_02,Phase_1,Hoedspruit_A,2022-2023,3,296.07,16.36,5.0,3.33,3.0,6.0,50.12,98.22,89.22,10.84,1.1
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_A,2022-2023,1,342.43,16.19,4.0,5.7,3.0,6.0,59.75,93.24,69.96,14.6,1.33
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_A,2022-2023,2,290.95,16.56,6.0,4.72,3.0,6.0,86.94,105.97,62.75,14.5,1.69
MNG-2020-0021,Cross_17,Phase_2,Hoedspruit_A,2022-2023,1,382.89,17.51,6.0,3.6,6.0,3.0,95.89,125.14,62.9,13.85,1.99
MNG-2020-0021,Cross_17,Phase_2,Hoedspruit_A,2022-2023,2,421.43,16.84,6.0,2.91,5.0,4.0,86.54,114.77,61.94,10.55,1.85
MNG-2020-0021,Cross_17,Phase_2,Hoedspruit_A,2022-2023,3,445.63,15.51,7.0,1.91,5.0,3.0,57.36,115.23,71.89,10.65,1.6
MNG-2019-0030,Cross_10,Elite,Hoedspruit_A,2022-2023,1,244.94,16.14,6.0,2.31,7.0,6.0,85.33,117.84,66.41,12.98,1.77
MNG-2019-0030,Cross_10,Elite,Hoedspruit_A,2022-2023,2,294.97,15.76,6.0,2.51,6.0,5.0,70.77,96.57,73.89,16.01,1.31
MNG-2022-0012,Cross_02,Seedling,Hoedspruit_A,2022-2023,1,353.04,19.58,5.0,4.23,6.0,4.0,65.26,118.88,84.66,11.17,1.4
MNG-2022-0012,Cross_02,Seedling,Hoedspruit_A,2022-2023,2,308.8,19.65,5.0,2.65,5.0,6.0,50.07,131.47,81.07,9.62,1.62
MNG-2018-0022,Cross_08,Phase_2,Hoedspruit_A,2022-2023,1,282.67,11.77,7.0,5.87,4.0,3.0,12.24,104.64,107.29,14.69,0.98
MNG-2018-0022,Cross_08,Phase_2,Hoedspruit_A,2022-2023,2,298.43,13.75,8.0,6.33,3.0,3.0,32.24,98.47,94.76,13.85,1.04
MNG-2018-0002,Cross_16,Phase_2,Hoedspruit_A,2022-2023,1,272.29,15.74,7.0,1.17,,6.0,68.41,93.52,73.09,18.78,1.28
MNG-2018-0002,Cross_16,Phase_2,Hoedspruit_A,2022-2023,2,282.01,16.47,6.0,2.28,7.0,5.0,65.17,73.0,71.22,13.64,1.02
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2022-2023,1,409.89,14.6,7.0,3.75,7.0,5.0,73.07,93.65,76.13,15.88,1.23
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2022-2023,2,391.72,14.7,7.0,3.56,6.0,5.0,67.86,101.48,77.48,17.82,1.31
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2022-2023,3,392.66,15.46,6.0,3.96,6.0,6.0,84.18,103.44,79.16,13.99,1.31
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2022-2023,1,364.41,16.33,3.0,2.41,3.0,8.0,39.9,129.05,76.19,10.98,1.69
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2022-2023,2,395.53,16.42,3.0,4.56,6.0,7.0,45.66,127.02,73.13,10.52,1.74
MNG-2022-0005,Cross_09,Advanced,Hoedspruit_A,2022-2023,3,345.02,17.21,5.0,4.04,5.0,7.0,43.26,114.1,77.62,11.33,1.47
MNG-2018-0010,Cross_02,Advanced,Hoedspruit_A,2022-2023,1,422.99,15.24,5.0,5.73,2.0,5.0,60.34,114.94,71.37,13.35,1.61
MNG-2018-0010,Cross_02,Advanced,Hoedspruit_A,2022-2023,2,391.84,15.07,6.0,5.1,3.0,4.0,28.4,99.59,76.34,15.04,1.3
MNG-2021-0015,Cross_16,Advanced,Hoedspruit_A,2022-2023,1,316.11,16.43,4.0,2.56,5.0,6.0,73.8,120.11,61.82,16.06,1.94
MNG-2021-0015,Cross_16,Advanced,Hoedspruit_A,2022-2023,2,347.83,17.61,4.0,1.53,4.0,5.0,96.87,123.51,64.66,14.72,1.91
MNG-2021-0015,Cross_16,Advanced,Hoedspruit_A,2022-2023,3,372.25,17.51,4.0,2.42,5.0,5.0,72.42,119.07,71.83,15.37,1.66
MNG-2021-0004,Cross_10,Elite,Hoedspruit_A,2022-2023,1,321.93,12.37,4.0,2.97,3.0,6.0,60.54,126.14,86.29,14.98,1.46
MNG-2021-0004,Cross_10,Elite,Hoedspruit_A,2022-2023,2,325.14,12.24,5.0,0.98,5.0,5.0,66.69,139.7,92.38,13.86,1.51
MNG-2021-0004,Cross_10,Elite,Hoedspruit_A,2022-2023,3,,13.48,5.0,1.36,3.0,4.0,52.06,123.84,80.0,12.16,1.55
MNG-2020-0012,Cross_17,Seedling,Hoedspruit_A,2022-2023,2,415.31,14.01,4.0,4.14,7.0,5.0,50.31,93.12,67.41,11.07,1.38
